user,role,resource_type,resource_index,resource_public_id,resource_title,expected_access,actual_access,status_code,passed
ivan.petrov@vaultdoc.ru,manager,folder,4,6970e8a2-9e9f-4a43-8cbd-1098edd1d0cf,17_Внутренние_приказы,True,True,200,True
ivan.petrov@vaultdoc.ru,manager,folder,5,5b032b08-1799-4b65-b67a-d5c318e00586,15_Аудит,True,True,200,True
ivan.petrov@vaultdoc.ru,manager,folder,6,3195792a-be01-4817-960f-f2f88dad20df,14_Инфраструктура,True,True,200,True
ivan.petrov@vaultdoc.ru,manager,folder,7,ed8f7677-9dd9-4a30-b349-e78524a7564e,13_Разработка,True,True,200,True
ivan.petrov@vaultdoc.ru,manager,folder,8,398c7217-cffe-4811-8e77-6f9d511011a7,12_Финансы,False,True,200,False
ivan.petrov@vaultdoc.ru,manager,folder,9,0c479fbc-1316-4d2a-ae85-3329a64edfb0,11_HR,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,10,e8676755-8404-40d7-8b67-3c399359af29,10_Служебные_записки,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,11,d390757b-cc4d-4fb2-b130-a9d357748999,09_Заявки,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,12,4b7d6ebd-5d2e-414e-961c-24870423590e,16_Архив,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,13,09141c47-9954-4f15-a42d-5ecd9d96d162,08_Акты,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,14,1ece4274-f41c-4d3b-ace6-e85a8b0c7319,07_Договоры,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,15,011aae34-5120-4c49-91d0-71ee2c3560d7,06_Техническая_документация,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,16,610db1d6-fdf3-45a4-8156-48c200b27261,05_Проектная_документация,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,17,33cb9974-3809-4f17-8570-d3fd7f9fc1a2,04_Отчеты,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,18,d9d48ae3-675a-4a85-b776-da1f25a5b16b,03_Инструкции,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,19,639cdb8e-aa74-49ed-afc4-159653f7d6e4,02_Политики_безопасности,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,20,31c88aa0-f104-4502-9db1-6e151220f2ec,01_Регламенты,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,21,e0d10247-d160-49fb-8a26-5b0f05cedc46,xss-test-20260506_223633-3-<script>window.__vaultdoc_xss=1;alert('xss')</script>,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,22,e939aba8-d89e-438d-8ec6-6303de5e0c9d,"xss-test-20260506_223633-2-<svg onload=""window.__vaultdoc_xss=1;alert('xss')""></svg>",False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,23,e77e3f73-c2e9-4362-a6c3-34a8970ca47c,"xss-test-20260506_223633-1-<img src=x onerror=""window.__vaultdoc_xss=1;alert('xss')"">",False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,24,a01e65ad-cb04-41f2-9450-fe5eb0178899,<script>alert(1)</script>,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,25,b5a2e2a1-4d2e-4c5f-8ad2-08b71f138670,idor-folder-20260504224917,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,26,944b54de-2beb-4ed9-8ea5-ff9b8c045f23,idor-folder-20260504224540,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,27,ed11ac74-a907-4cee-a424-4ec3e898c3e6,idor-folder-20260504224214,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,28,c82e59ea-e85e-4db3-acba-4814780c0354,idor-folder-20260504223755,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,29,dc43aeb6-6d72-448d-ad17-57f581e2d17e,idor-folder-20260504221729,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,30,235d660a-c4e9-4ebd-9b84-48a29dace00a,idor-folder-20260504221334,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,31,72ca9251-79aa-4134-a650-d6c99a3fc637,Техническая информация,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,32,296835cf-3233-41a5-b801-c32ee93b9385,Главное,False,False,403,True
ivan.petrov@vaultdoc.ru,manager,folder,33,a8603074-5418-434e-a33e-ee1ac9e7ae44,Финансы,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,0,0d9f8eba-d824-4c50-9c63-69120efa6781,idor-folder-20260512202141,True,False,403,False
anna.smirnova@vaultdoc.ru,employee,folder,1,45dd8581-f84c-47a5-9914-97633b5f584b,20_Тестовые_материалы,True,True,200,True
anna.smirnova@vaultdoc.ru,employee,folder,2,1161a00d-4720-43ed-88fa-015eefe0aab8,19_Обучение,True,True,200,True
anna.smirnova@vaultdoc.ru,employee,folder,3,080bd761-bcb6-41bf-8d17-e13c4951789a,18_Шаблоны,True,True,200,True
anna.smirnova@vaultdoc.ru,employee,folder,4,6970e8a2-9e9f-4a43-8cbd-1098edd1d0cf,17_Внутренние_приказы,False,True,200,False
anna.smirnova@vaultdoc.ru,employee,folder,5,5b032b08-1799-4b65-b67a-d5c318e00586,15_Аудит,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,6,3195792a-be01-4817-960f-f2f88dad20df,14_Инфраструктура,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,7,ed8f7677-9dd9-4a30-b349-e78524a7564e,13_Разработка,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,8,398c7217-cffe-4811-8e77-6f9d511011a7,12_Финансы,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,9,0c479fbc-1316-4d2a-ae85-3329a64edfb0,11_HR,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,10,e8676755-8404-40d7-8b67-3c399359af29,10_Служебные_записки,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,11,d390757b-cc4d-4fb2-b130-a9d357748999,09_Заявки,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,12,4b7d6ebd-5d2e-414e-961c-24870423590e,16_Архив,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,13,09141c47-9954-4f15-a42d-5ecd9d96d162,08_Акты,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,14,1ece4274-f41c-4d3b-ace6-e85a8b0c7319,07_Договоры,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,15,011aae34-5120-4c49-91d0-71ee2c3560d7,06_Техническая_документация,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,16,610db1d6-fdf3-45a4-8156-48c200b27261,05_Проектная_документация,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,17,33cb9974-3809-4f17-8570-d3fd7f9fc1a2,04_Отчеты,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,18,d9d48ae3-675a-4a85-b776-da1f25a5b16b,03_Инструкции,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,19,639cdb8e-aa74-49ed-afc4-159653f7d6e4,02_Политики_безопасности,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,20,31c88aa0-f104-4502-9db1-6e151220f2ec,01_Регламенты,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,21,e0d10247-d160-49fb-8a26-5b0f05cedc46,xss-test-20260506_223633-3-<script>window.__vaultdoc_xss=1;alert('xss')</script>,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,22,e939aba8-d89e-438d-8ec6-6303de5e0c9d,"xss-test-20260506_223633-2-<svg onload=""window.__vaultdoc_xss=1;alert('xss')""></svg>",False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,23,e77e3f73-c2e9-4362-a6c3-34a8970ca47c,"xss-test-20260506_223633-1-<img src=x onerror=""window.__vaultdoc_xss=1;alert('xss')"">",False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,24,a01e65ad-cb04-41f2-9450-fe5eb0178899,<script>alert(1)</script>,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,25,b5a2e2a1-4d2e-4c5f-8ad2-08b71f138670,idor-folder-20260504224917,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,26,944b54de-2beb-4ed9-8ea5-ff9b8c045f23,idor-folder-20260504224540,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,27,ed11ac74-a907-4cee-a424-4ec3e898c3e6,idor-folder-20260504224214,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,28,c82e59ea-e85e-4db3-acba-4814780c0354,idor-folder-20260504223755,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,29,dc43aeb6-6d72-448d-ad17-57f581e2d17e,idor-folder-20260504221729,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,30,235d660a-c4e9-4ebd-9b84-48a29dace00a,idor-folder-20260504221334,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,31,72ca9251-79aa-4134-a650-d6c99a3fc637,Техническая информация,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,32,296835cf-3233-41a5-b801-c32ee93b9385,Главное,False,False,403,True
anna.smirnova@vaultdoc.ru,employee,folder,33,a8603074-5418-434e-a33e-ee1ac9e7ae44,Финансы,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,0,0d9f8eba-d824-4c50-9c63-69120efa6781,idor-folder-20260512202141,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,1,45dd8581-f84c-47a5-9914-97633b5f584b,20_Тестовые_материалы,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,2,1161a00d-4720-43ed-88fa-015eefe0aab8,19_Обучение,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,3,080bd761-bcb6-41bf-8d17-e13c4951789a,18_Шаблоны,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,4,6970e8a2-9e9f-4a43-8cbd-1098edd1d0cf,17_Внутренние_приказы,True,False,403,False
dmitry.volkov@vaultdoc.ru,employee,folder,5,5b032b08-1799-4b65-b67a-d5c318e00586,15_Аудит,True,True,200,True
dmitry.volkov@vaultdoc.ru,employee,folder,6,3195792a-be01-4817-960f-f2f88dad20df,14_Инфраструктура,True,True,200,True
dmitry.volkov@vaultdoc.ru,employee,folder,7,ed8f7677-9dd9-4a30-b349-e78524a7564e,13_Разработка,True,True,200,True
dmitry.volkov@vaultdoc.ru,employee,folder,8,398c7217-cffe-4811-8e77-6f9d511011a7,12_Финансы,False,True,200,False
dmitry.volkov@vaultdoc.ru,employee,folder,9,0c479fbc-1316-4d2a-ae85-3329a64edfb0,11_HR,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,10,e8676755-8404-40d7-8b67-3c399359af29,10_Служебные_записки,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,11,d390757b-cc4d-4fb2-b130-a9d357748999,09_Заявки,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,12,4b7d6ebd-5d2e-414e-961c-24870423590e,16_Архив,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,13,09141c47-9954-4f15-a42d-5ecd9d96d162,08_Акты,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,14,1ece4274-f41c-4d3b-ace6-e85a8b0c7319,07_Договоры,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,15,011aae34-5120-4c49-91d0-71ee2c3560d7,06_Техническая_документация,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,16,610db1d6-fdf3-45a4-8156-48c200b27261,05_Проектная_документация,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,17,33cb9974-3809-4f17-8570-d3fd7f9fc1a2,04_Отчеты,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,18,d9d48ae3-675a-4a85-b776-da1f25a5b16b,03_Инструкции,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,19,639cdb8e-aa74-49ed-afc4-159653f7d6e4,02_Политики_безопасности,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,20,31c88aa0-f104-4502-9db1-6e151220f2ec,01_Регламенты,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,21,e0d10247-d160-49fb-8a26-5b0f05cedc46,xss-test-20260506_223633-3-<script>window.__vaultdoc_xss=1;alert('xss')</script>,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,22,e939aba8-d89e-438d-8ec6-6303de5e0c9d,"xss-test-20260506_223633-2-<svg onload=""window.__vaultdoc_xss=1;alert('xss')""></svg>",False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,23,e77e3f73-c2e9-4362-a6c3-34a8970ca47c,"xss-test-20260506_223633-1-<img src=x onerror=""window.__vaultdoc_xss=1;alert('xss')"">",False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,24,a01e65ad-cb04-41f2-9450-fe5eb0178899,<script>alert(1)</script>,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,25,b5a2e2a1-4d2e-4c5f-8ad2-08b71f138670,idor-folder-20260504224917,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,26,944b54de-2beb-4ed9-8ea5-ff9b8c045f23,idor-folder-20260504224540,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,27,ed11ac74-a907-4cee-a424-4ec3e898c3e6,idor-folder-20260504224214,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,28,c82e59ea-e85e-4db3-acba-4814780c0354,idor-folder-20260504223755,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,29,dc43aeb6-6d72-448d-ad17-57f581e2d17e,idor-folder-20260504221729,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,30,235d660a-c4e9-4ebd-9b84-48a29dace00a,idor-folder-20260504221334,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,31,72ca9251-79aa-4134-a650-d6c99a3fc637,Техническая информация,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,32,296835cf-3233-41a5-b801-c32ee93b9385,Главное,False,False,403,True
dmitry.volkov@vaultdoc.ru,employee,folder,33,a8603074-5418-434e-a33e-ee1ac9e7ae44,Финансы,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,0,0d9f8eba-d824-4c50-9c63-69120efa6781,idor-folder-20260512202141,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,1,45dd8581-f84c-47a5-9914-97633b5f584b,20_Тестовые_материалы,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,2,1161a00d-4720-43ed-88fa-015eefe0aab8,19_Обучение,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,3,080bd761-bcb6-41bf-8d17-e13c4951789a,18_Шаблоны,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,4,6970e8a2-9e9f-4a43-8cbd-1098edd1d0cf,17_Внутренние_приказы,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,5,5b032b08-1799-4b65-b67a-d5c318e00586,15_Аудит,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,6,3195792a-be01-4817-960f-f2f88dad20df,14_Инфраструктура,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,7,ed8f7677-9dd9-4a30-b349-e78524a7564e,13_Разработка,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,8,398c7217-cffe-4811-8e77-6f9d511011a7,12_Финансы,True,False,403,False
elena.kuznetsova@vaultdoc.ru,employee,folder,9,0c479fbc-1316-4d2a-ae85-3329a64edfb0,11_HR,True,True,200,True
elena.kuznetsova@vaultdoc.ru,employee,folder,10,e8676755-8404-40d7-8b67-3c399359af29,10_Служебные_записки,True,True,200,True
elena.kuznetsova@vaultdoc.ru,employee,folder,11,d390757b-cc4d-4fb2-b130-a9d357748999,09_Заявки,True,True,200,True
elena.kuznetsova@vaultdoc.ru,employee,folder,12,4b7d6ebd-5d2e-414e-961c-24870423590e,16_Архив,False,True,200,False
elena.kuznetsova@vaultdoc.ru,employee,folder,13,09141c47-9954-4f15-a42d-5ecd9d96d162,08_Акты,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,14,1ece4274-f41c-4d3b-ace6-e85a8b0c7319,07_Договоры,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,15,011aae34-5120-4c49-91d0-71ee2c3560d7,06_Техническая_документация,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,16,610db1d6-fdf3-45a4-8156-48c200b27261,05_Проектная_документация,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,17,33cb9974-3809-4f17-8570-d3fd7f9fc1a2,04_Отчеты,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,18,d9d48ae3-675a-4a85-b776-da1f25a5b16b,03_Инструкции,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,19,639cdb8e-aa74-49ed-afc4-159653f7d6e4,02_Политики_безопасности,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,20,31c88aa0-f104-4502-9db1-6e151220f2ec,01_Регламенты,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,21,e0d10247-d160-49fb-8a26-5b0f05cedc46,xss-test-20260506_223633-3-<script>window.__vaultdoc_xss=1;alert('xss')</script>,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,22,e939aba8-d89e-438d-8ec6-6303de5e0c9d,"xss-test-20260506_223633-2-<svg onload=""window.__vaultdoc_xss=1;alert('xss')""></svg>",False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,23,e77e3f73-c2e9-4362-a6c3-34a8970ca47c,"xss-test-20260506_223633-1-<img src=x onerror=""window.__vaultdoc_xss=1;alert('xss')"">",False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,24,a01e65ad-cb04-41f2-9450-fe5eb0178899,<script>alert(1)</script>,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,25,b5a2e2a1-4d2e-4c5f-8ad2-08b71f138670,idor-folder-20260504224917,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,26,944b54de-2beb-4ed9-8ea5-ff9b8c045f23,idor-folder-20260504224540,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,27,ed11ac74-a907-4cee-a424-4ec3e898c3e6,idor-folder-20260504224214,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,28,c82e59ea-e85e-4db3-acba-4814780c0354,idor-folder-20260504223755,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,29,dc43aeb6-6d72-448d-ad17-57f581e2d17e,idor-folder-20260504221729,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,30,235d660a-c4e9-4ebd-9b84-48a29dace00a,idor-folder-20260504221334,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,31,72ca9251-79aa-4134-a650-d6c99a3fc637,Техническая информация,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,32,296835cf-3233-41a5-b801-c32ee93b9385,Главное,False,False,403,True
elena.kuznetsova@vaultdoc.ru,employee,folder,33,a8603074-5418-434e-a33e-ee1ac9e7ae44,Финансы,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,0,0d9f8eba-d824-4c50-9c63-69120efa6781,idor-folder-20260512202141,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,1,45dd8581-f84c-47a5-9914-97633b5f584b,20_Тестовые_материалы,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,2,1161a00d-4720-43ed-88fa-015eefe0aab8,19_Обучение,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,3,080bd761-bcb6-41bf-8d17-e13c4951789a,18_Шаблоны,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,4,6970e8a2-9e9f-4a43-8cbd-1098edd1d0cf,17_Внутренние_приказы,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,5,5b032b08-1799-4b65-b67a-d5c318e00586,15_Аудит,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,6,3195792a-be01-4817-960f-f2f88dad20df,14_Инфраструктура,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,7,ed8f7677-9dd9-4a30-b349-e78524a7564e,13_Разработка,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,8,398c7217-cffe-4811-8e77-6f9d511011a7,12_Финансы,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,9,0c479fbc-1316-4d2a-ae85-3329a64edfb0,11_HR,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,10,e8676755-8404-40d7-8b67-3c399359af29,10_Служебные_записки,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,11,d390757b-cc4d-4fb2-b130-a9d357748999,09_Заявки,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,12,4b7d6ebd-5d2e-414e-961c-24870423590e,16_Архив,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,13,09141c47-9954-4f15-a42d-5ecd9d96d162,08_Акты,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,14,1ece4274-f41c-4d3b-ace6-e85a8b0c7319,07_Договоры,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,15,011aae34-5120-4c49-91d0-71ee2c3560d7,06_Техническая_документация,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,16,610db1d6-fdf3-45a4-8156-48c200b27261,05_Проектная_документация,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,17,33cb9974-3809-4f17-8570-d3fd7f9fc1a2,04_Отчеты,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,18,d9d48ae3-675a-4a85-b776-da1f25a5b16b,03_Инструкции,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,19,639cdb8e-aa74-49ed-afc4-159653f7d6e4,02_Политики_безопасности,False,False,403,True
olga.morozova@vaultdoc.ru,security_admin,folder,20,31c88aa0-f104-4502-9db1-6e151220f2ec,01_Регламенты,False,False,403,True
